DATE / RAOB	REPORT	MUMR	MUCAPE	500TEMP	7-5 LR	0-6SH	0-9SH	0-3SH	SHIP	MODELb	SRH
89081900.HON	0.75	13.1	984	-7.6	7.1	14.0	17.9	12.1	0.2	-999.00	244
89102800.OUN	0.75	12.0	1679	-12.7	6.8	10.1	27.1	8.3	0.4	1.00	115
90033100.TBW	0.75	14.8	2515	-10.0	5.6	14.0	15.0	12.0	0.7	0.60	135
90042100.OUN	0.75	12.4	1915	-14.1	6.5	25.3	31.9	13.1	1.3	1.70	138
90042200.SEP	0.75	13.3	2775	-11.7	6.5	10.2	20.8	8.1	0.7	1.00	98
90042400.1M1	0.75	12.8	2374	-12.6	6.7	14.0	8.3	6.6	0.9	0.90	56
90052500.MAF	0.75	13.1	3262	-7.2	7.9	22.0	30.6	12.4	1.3	1.80	97
90060400.PIT	0.75	9.5	390	-12.5	5.6	26.0	37.7	14.6	0.2	0.60	57
90060700.TBW	0.75	17.0	3262	-8.6	6.0	1.6	7.3	4.1	0.1	0.60	8
90061000.AHN	0.75	14.8	2847	-8.2	5.9	8.6	9.9	5.6	0.4	0.60	50
90070300.SLI	0.75	18.4	3250	-5.7	5.8	11.8	14.5	7.5	0.6	0.60	79
90070800.TBW	0.75	20.0	5452	-8.1	6.5	7.8	15.4	5.9	1.1	0.60	11
90072200.CHS	0.75	18.4	3537	-7.5	6.2	8.3	10.2	7.1	0.6	0.60	88
90072200.PAH	0.75	16.9	2541	-5.6	5.7	13.3	15.3	11.4	0.4	0.60	80
90072700.DDC	0.75	14.7	3550	-7.0	7.6	7.6	7.2	6.0	0.5	2.20	84
90072800.TOP	0.75	16.5	3231	-7.8	6.7	8.8	11.3	9.8	0.6	0.90	281
90073100.JAN	0.75	14.6	2834	-7.3	6.1	5.1	4.3	0.7	0.2	0.60	-3
90080400.STC	0.75	13.1	2284	-12.5	7.3	5.3	20.0	8.7	0.3	1.40	45
90081400.ALB	0.75	14.6	1251	-7.6	5.7	31.1	21.6	20.7	0.6	0.60	261
90081400.MAF	0.75	13.7	1598	-7.1	6.2	4.4	16.6	2.3	0.1	0.60	35
90081700.CHS	0.75	19.5	3949	-6.9	5.7	14.2	20.9	11.2	1.0	0.60	101
90081900.DEN	0.75	11.7	1982	-7.8	7.6	10.2	22.1	6.4	0.3	1.70	25
90082000.PIA	0.75	19.3	4350	-6.5	6.2	12.0	9.9	9.4	1.0	0.60	67
90082200.BNA	0.75	15.5	2619	-6.1	6.1	9.1	12.7	8.7	0.3	0.60	-10
90082300.GGG	0.75	16.2	3016	-5.9	6.0	1.3	5.5	5.3	0.1	0.60	35
90082500.OUN	0.75	15.7	2800	-6.4	6.6	5.0	11.9	5.3	0.2	0.60	63
90082500.OVN	0.75	17.2	3418	-7.1	6.4	12.0	21.9	10.0	0.8	0.70	181
90083000.ACY	0.75	15.2	2413	-9.3	5.8	13.9	22.7	9.0	0.7	0.60	62
90101700.MAF	0.75	12.3	2870	-12.5	8.0	14.9	16.2	7.7	1.3	2.30	78
91051700.TBW	0.75	16.1	3306	-7.5	5.4	4.0	0.9	3.8	0.2	0.60	-5
91060600.CKL	0.75	16.3	2864	-8.6	6.4	8.9	11.4	6.2	0.5	0.60	21
94062400.GGG	0.75	18.0	3754	-5.5	6.3	11.0	14.2	8.2	0.6	0.60	98
94062400.HTS	0.75	16.5	2798	-5.5	5.3	8.5	15.0	4.7	0.3	0.60	39
94070200.LCH	0.75	17.0	2754	-6.8	6.4	10.7	11.0	12.4	0.5	0.60	84
97061700.BMX	0.75	18.2	3829	-6.9	5.9	12.4	13.0	6.9	0.8	0.60	48
97062400.MAF	0.75	14.1	3310	-9.9	8.9	11.5	8.6	13.0	1.1	1.60	108
97081700.TBW	0.75	17.4	3152	-7.3	6.2	2.6	4.4	1.8	0.2	0.60	8
97081800.SLC	0.75	8.3	931	-10.3	8.5	16.1	22.9	13.6	0.3	1.40	203
97082200.ILN	0.75	9.6	520	-16.3	5.8	17.5	30.9	3.9	0.2	0.70	50
98062500.JAN	0.75	17.3	3507	-6.1	6.0	2.3	8.6	7.1	0.1	0.70	-1
98081000.SHV	0.75	16.8	3464	-6.5	5.9	4.8	1.1	4.2	0.3	0.60	42
